{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i believe they re a perfect match', 'Target Sentence': 'creo que son una pareja perfecta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom can swim very well', 'Target Sentence': 'tom puede nadar muy bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why are you so tired today ?', 'Target Sentence': 'por que estais tan cansados hoy ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had a car accident', 'Target Sentence': 'tom tuvo un accidente automovilistico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wonder where tom is and who he s with', 'Target Sentence': 'me pregunto donde esta tom y con quien esta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll be here until next week', 'Target Sentence': 'estare aqui hasta la semana que viene', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'let me explain', 'Target Sentence': 'dejame explicar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i spent all day working yesterday', 'Target Sentence': 'ayer me quede trabajando todo el dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what can i get you to drink ?', 'Target Sentence': 'que os traigo de beber ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom s father is in jail', 'Target Sentence': 'el papa de tom esta en la carcel', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'exhale', 'Target Sentence': 'espira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how many people came to your party ?', 'Target Sentence': 'cuanta gente vino a tu fiesta ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he frequently neglects his work', 'Target Sentence': 'abandona su trabajo a menudo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we need to hire someone who can speak french', 'Target Sentence': 'necesitamos contratar a alguien que hable frances', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what s my prize ?', 'Target Sentence': 'cual es mi premio ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what tom really wanted was enough money to buy a house', 'Target Sentence': 'lo que tom verdaderamente queria era dinero suficiente para comprar una casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we have to look into the disappearance of the doctor', 'Target Sentence': 'debemos investigar la desaparicion de aquel medico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'your children look healthy', 'Target Sentence': 'tus hijos parecen estar sanos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we lost by a score of three to one', 'Target Sentence': 'perdimos con el marcador tres a uno', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is very helpful', 'Target Sentence': 'esto es de gran ayuda', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m very interested in music', 'Target Sentence': 'estoy muy interesado en la musica', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have nothing to do with that case', 'Target Sentence': 'no tengo nada que hacer en este asunto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she takes a shower every morning', 'Target Sentence': 'ella se ducha cada manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom never looked this way', 'Target Sentence': 'tom nunca ha mirado hacia aqui', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he denied that he knew that man', 'Target Sentence': 'nego que conociera a aquel hombre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should read shakespeare s sonnets', 'Target Sentence': 'deberias leer los sonetos de shakespeare', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we were certain of winning the game', 'Target Sentence': 'estabamos seguros de ganar el juego', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom doesn t work here', 'Target Sentence': 'tom no trabaja aqui', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'sixty new museums opened', 'Target Sentence': 'se abrieron sesenta nuevos museos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you know i have to go', 'Target Sentence': 'sabes que tengo que ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he says that he enjoyed it very much', 'Target Sentence': 'dice que lo disfruto mucho', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom discovered that mary was in trouble and went to help her', 'Target Sentence': 'tom descubrio que mary tenia problemas y fue a ayudarla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i folded my shirts and put them in my suitcase', 'Target Sentence': 'doble mis camisetas y las puse en mi maleta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'money is the root of all evil', 'Target Sentence': 'el dinero es la raiz de todos los males', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my pockets are full', 'Target Sentence': 'mis bolsillos estan llenos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i almost didn t sing that song tonight', 'Target Sentence': 'casi yo no cantaba esa cancion esta noche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i was watching television when the telephone rang', 'Target Sentence': 'cuando sono el telefono yo estaba viendo television', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom ate a handful of raisins', 'Target Sentence': 'tom se comio un punado de pasas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father has never been abroad', 'Target Sentence': 'mi padre nunca ha estado en el extranjero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re not ready for this', 'Target Sentence': 'no estas listo para esto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that painting is a copy', 'Target Sentence': 'esa pintura es una copia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he got his doctorate', 'Target Sentence': 'obtuvo su doctorado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t have a guitar', 'Target Sentence': 'no tengo guitarra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not waiting', 'Target Sentence': 'no estoy esperando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i only did my duty', 'Target Sentence': 'solo cumpli con mi deber', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t you want to hear the rest ?', 'Target Sentence': 'no queres escuchar el resto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i tell tom everything', 'Target Sentence': 'se lo cuento todo a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve already finished reading this book', 'Target Sentence': 'ya me he acabado este libro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hear my uncle died of cancer', 'Target Sentence': 'oi que mi tio murio de cancer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he makes a bad impression', 'Target Sentence': 'da una mala impresion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they know him', 'Target Sentence': 'ellos lo conocen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can i have it back now ?', 'Target Sentence': 'pueden pasarmelo de vuelta ahora ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why don t we see what s in there ?', 'Target Sentence': 'por que no vemos lo que hay ahi dentro ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i haven t failed any exams', 'Target Sentence': 'no he suspendido ningun examen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'now it s up to me', 'Target Sentence': 'ahora depende de mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is my opinion', 'Target Sentence': 'esta es mi opinion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he suggested to me that we go to the beach', 'Target Sentence': 'me ha propuesto que vayamos a la playa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'are we allowed to take pictures here ?', 'Target Sentence': 'podemos sacar fotos aqui ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'never did i expect to see her in such a place', 'Target Sentence': 'nunca pense encontrarla en un lugar como ese', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'haven t we had enough of that nonsense already ?', 'Target Sentence': 'no hemos oido ya suficientes tonterias ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want any more', 'Target Sentence': 'ya no quiero mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what planet do you live on ?', 'Target Sentence': 'en que planeta vives ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'young people are usually full of energy', 'Target Sentence': 'los jovenes por lo general estan llenos de energias', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom drank a glass of orange juice', 'Target Sentence': 'tom tomo un vaso de jugo de naranja', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have a key', 'Target Sentence': 'tengo una llave', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'apparently we ll be getting a raise within two months', 'Target Sentence': 'aparentemente obtendremos un aumento dentro de dos meses', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'competition is neither good nor evil in itself', 'Target Sentence': 'la competicion en si misma no es ni buena ni mala', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it could happen to you', 'Target Sentence': 'podria ocurrirte a ti', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how did you make this soup ?', 'Target Sentence': 'como hiciste esta sopa ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s time for us to start thinking about how we can improve the situation', 'Target Sentence': 'es hora de que empecemos a pensar en como podemos mejorar la situacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to go to a meeting', 'Target Sentence': 'tengo que ir a una reunion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is exactly what i ve been looking for', 'Target Sentence': 'esto es exactamente lo que estaba buscando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this country is rich in natural resources', 'Target Sentence': 'este pais es rico en recursos naturales', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we had some chicken soup', 'Target Sentence': 'comimos un poco de sopa de pollo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you shouldn t eat so much ice cream', 'Target Sentence': 'no deberias comer tanto helado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hope it isn t tom', 'Target Sentence': 'espero que no sea tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had no choice but to quit his job', 'Target Sentence': 'tom no tuvo mas remedio que dejar su trabajo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'wind the clock', 'Target Sentence': 'dale cuerda al reloj', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i need one more', 'Target Sentence': 'necesito uno mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom didn t feel very confident', 'Target Sentence': 'tom no se sentia muy confiado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'last week she gave birth to a beautiful baby girl', 'Target Sentence': 'la semana pasada ella dio a luz a una hermosa nina', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i want you to know something', 'Target Sentence': 'quiero que sepas algo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to remind you of your promise', 'Target Sentence': 'tengo que recordarte tu promesa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'has anybody here been to boston ?', 'Target Sentence': 'alguien de aqui ha estado en boston ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re the one i ve been waiting for', 'Target Sentence': 'es a ti a quien esperaba', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he s english but lives in india', 'Target Sentence': 'el es ingles pero vive en la india', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can fight my own battles', 'Target Sentence': 'puedo pelear mis propias peleas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i crossed the street', 'Target Sentence': 'yo cruce la calle', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she can speak french', 'Target Sentence': 'ella puede hablar frances', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think most people enjoy doing that', 'Target Sentence': 'creo que a la mayoria de la gente le gusta hacer eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i hate spinach', 'Target Sentence': 'odio las espinacas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i d intended to visit the temple last week', 'Target Sentence': 'tenia la intencion de visitar el templo la semana pasada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'come on back', 'Target Sentence': 'regresa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she asked him if he was a student at this school', 'Target Sentence': 'le pregunto si era un estudiante de este colegio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i explained the procedure to him', 'Target Sentence': 'le explique el proceso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom can t ever keep a secret', 'Target Sentence': 'tom nunca puede guardar un secreto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom and i have no secrets from each other', 'Target Sentence': 'tom y yo no nos guardamos secretos el uno del otro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he will come tomorrow', 'Target Sentence': 'el vendra manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the battery has to be charged', 'Target Sentence': 'hay que cargar la bateria', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it was all planned', 'Target Sentence': 'todo estaba planeado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why are you angry with me ?', 'Target Sentence': 'por que estais enfadadas conmigo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is getting rid of his old car', 'Target Sentence': 'tom se va a deshacer de su auto viejo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i feel like going to the movies but i still have to do my homework', 'Target Sentence': 'me apetece ir al cine pero todavia debo terminar mis deberes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'mary wouldn t let tom kiss her', 'Target Sentence': 'mary no dejo a tom besarla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they made me come here', 'Target Sentence': 'me obligaron a venir aqui', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know him at all', 'Target Sentence': 'no le conozco en absoluto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we re going', 'Target Sentence': 'vamos a ir', 'Predicted Sentence': '', 'Bleu Score': 0}
