/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 2-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 3-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 4-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': 'colecciona proyectos invitar', 'Bleu Score': 0}
{'Input Sentence': 'i m looking forward to serving your company', 'Target Sentence': 'espero con ganas a trabajar en su compania', 'Predicted Sentence': 'colecciona tirara invitar invitar camine rendirme asomando esforzarnos odiarme invitar estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'he has powerful arms', 'Target Sentence': 'el tiene poderosos brazos', 'Predicted Sentence': 'colecciona sufre reflexion cocinando brillara invitar', 'Bleu Score': 0}
{'Input Sentence': 'ask me again in october', 'Target Sentence': 'preguntame otra vez en octubre', 'Predicted Sentence': 'colecciona resultara cualidades cualidades cualidades invitar', 'Bleu Score': 0}
{'Input Sentence': 'she ll be seventeen in february', 'Target Sentence': 'ella tendra diecisiete anos en febrero', 'Predicted Sentence': 'colecciona invitar tirar podrir vuelos cualidades lecciones invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom is likeable', 'Target Sentence': 'tom es agradable', 'Predicted Sentence': 'colecciona helicoptero ciudadanos ciudadanos invitar', 'Bleu Score': 0}
{'Input Sentence': 'this spoils all my plans', 'Target Sentence': 'esto contraria todos mis planes', 'Predicted Sentence': 'colecciona television explosion espectaculo eternidad aclamaron ordenes', 'Bleu Score': 0}
{'Input Sentence': 'did you live here ?', 'Target Sentence': 'has vivido aqui ?', 'Predicted Sentence': 'colecciona disfrutaria abandonados reunion espinacas invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i know it means a lot to tom', 'Target Sentence': 'se que significa mucho para tom', 'Predicted Sentence': 'colecciona mayo chapuza proteger descarrilo vencio impuestos ordenes envie colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i m not pessimistic', 'Target Sentence': 'no soy pesimista', 'Predicted Sentence': 'colecciona chapuza cirugia chicago invitar', 'Bleu Score': 0}
{'Input Sentence': 'he deserves the punishment', 'Target Sentence': 'se merece el castigo', 'Predicted Sentence': 'colecciona mayo armazon callada colgando invitar', 'Bleu Score': 0}
{'Input Sentence': 'they succeeded', 'Target Sentence': 'tuvieron exito', 'Predicted Sentence': 'colecciona irte talentosa invitar', 'Bleu Score': 0}
{'Input Sentence': 'i never think about it anymore', 'Target Sentence': 'ya no pienso en ello', 'Predicted Sentence': 'colecciona venir calculadora repites truco verles invitar invitar', 'Bleu Score': 0}
{'Input Sentence': 'i ll send you the link', 'Target Sentence': 'le enviare el enlace', 'Predicted Sentence': 'colecciona colecciona estimado sufre tornado invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'we killed time by playing cards', 'Target Sentence': 'nosotros hicimos la hora jugando cartas', 'Predicted Sentence': 'colecciona digais llevaron cancion parlamento arriesgare escoge invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom started writing', 'Target Sentence': 'tom empezo a escribir', 'Predicted Sentence': 'colecciona helicoptero cocinando camine coches cerrar', 'Bleu Score': 0}
{'Input Sentence': 'all you have to do is keep your mouth shut', 'Target Sentence': 'lo unico que tienes que hacer es tener la boca cerrada', 'Predicted Sentence': 'colecciona adondequiera folcloricos encienda coronel muchisimas defuncion armazon empezaste relampago posibilidades golpea invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom took his shirt off', 'Target Sentence': 'tom se quito su camisa', 'Predicted Sentence': 'colecciona helicoptero contradecirme decente jornada grande grande', 'Bleu Score': 0}
{'Input Sentence': 'both dogs are asleep', 'Target Sentence': 'ambos perros duermen', 'Predicted Sentence': 'colecciona viboras estando contribuyo invitar estupidez', 'Bleu Score': 0}
{'Input Sentence': 'you ll soon be able to ski well', 'Target Sentence': 'pronto seras capaz de esquiar bien', 'Predicted Sentence': 'colecciona armazon armazon paz si calmarte invitar estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'we don t know what to do', 'Target Sentence': 'no sabemos que hacer', 'Predicted Sentence': 'colecciona chapuza cobarde chapuza defuncion invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i know you ll do a wonderful job', 'Target Sentence': 'se que haras un trabajo fabuloso', 'Predicted Sentence': 'colecciona mayo absuelto pirate pirate pomada ojala invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i learned a lot this weekend', 'Target Sentence': 'aprendi mucho este fin de semana', 'Predicted Sentence': 'colecciona conocen descarrilo asamblea bordillo afortunadamente gigantes invitar invitar', 'Bleu Score': 0}
{'Input Sentence': 'it serves you right', 'Target Sentence': 'lo tienes bien merecido', 'Predicted Sentence': 'colecciona adondequiera oirlo colgando alimento invitar', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t a busy person', 'Target Sentence': 'tom no es una persona ocupada', 'Predicted Sentence': 'colecciona helicoptero hagalo armazon pasea pasea sufre invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'they need a doctor', 'Target Sentence': 'necesitan un medico', 'Predicted Sentence': 'colecciona lastimo lecciones venenos invitar', 'Bleu Score': 0}
{'Input Sentence': 'it happened while i wasn t looking', 'Target Sentence': 'ocurrio cuando no estaba mirando', 'Predicted Sentence': 'colecciona arriesgare gigantes verles saludo llueva activar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'these are my friends', 'Target Sentence': 'estos son mis amigos', 'Predicted Sentence': 'colecciona envio helicoptero oiste colgando estupidez', 'Bleu Score': 0}
{'Input Sentence': 'i regret telling you the truth', 'Target Sentence': 'me arrepiento de haberte dicho la verdad', 'Predicted Sentence': 'colecciona sandwiches agotadas chupado anoro aprecian mirarlo controlate invitar invitar', 'Bleu Score': 0}
{'Input Sentence': 'hey be careful with that !', 'Target Sentence': 'hey tengan cuidado con eso', 'Predicted Sentence': 'colecciona intentes tumbarte exactas invitar varian invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom won t win', 'Target Sentence': 'tom no ganara', 'Predicted Sentence': 'colecciona helicoptero hagalo olor cercanamente', 'Bleu Score': 0}
{'Input Sentence': 'some women don t shave their legs', 'Target Sentence': 'algunas mujeres no se afeitan las piernas', 'Predicted Sentence': 'colecciona acabe elogiaste hundiendose todos encienda hace tele invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i m not likely to be finished doing that before monday afternoon', 'Target Sentence': 'no parece que vaya a terminar de hacer eso antes del lunes por la tarde', 'Predicted Sentence': 'colecciona chapuza especiales legal dimitio polucion practico concluyo cello espie espie permitanme adoran nado cuidate oracion invitar fondo colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'war broke out in', 'Target Sentence': 'la guerra estallo en', 'Predicted Sentence': 'colecciona cuidate meditado detenerle tumbarte invitar', 'Bleu Score': 0}
{'Input Sentence': 'i can t give up now', 'Target Sentence': 'no puedo rendirme ahora', 'Predicted Sentence': 'colecciona chapuza arriesgare pongase algun invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i can do or say whatever i want', 'Target Sentence': 'puedo hacer o decir todo lo que yo quiera', 'Predicted Sentence': 'colecciona callada vayamos conmovido ayuda instinto posibilidades muchisimas creen posibilidades invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'she plays the guitar', 'Target Sentence': 'ella toca la guitarra', 'Predicted Sentence': 'colecciona invitar lecciones asfalto arruinadas invitar', 'Bleu Score': 0}
{'Input Sentence': 'it s amazing how loud my classmates are in english class', 'Target Sentence': 'es impresionante lo ruidosos que son mis companeros durante las clases de ingles', 'Predicted Sentence': 'colecciona armazon bella considera levanto sordos presentes oiste sonrio decente filosofia reir harvard despertarte invitar estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'this puzzle has pieces', 'Target Sentence': 'este rompecabezas tiene piezas', 'Predicted Sentence': 'colecciona cancer algun forzado hundiendose invitar', 'Bleu Score': 0}
{'Input Sentence': 'do you have any children ?', 'Target Sentence': 'teneis hijos ?', 'Predicted Sentence': 'colecciona mayo ellas arriesgare invitar invitar', 'Bleu Score': 0}
{'Input Sentence': 'tom only wears brand name clothes', 'Target Sentence': 'tom solo lleva ropa de marca', 'Predicted Sentence': 'colecciona helicoptero ciudadanos llores escogi harvard esperase invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom couldn t stay silent any longer', 'Target Sentence': 'tom ya no pudo quedarse callado', 'Predicted Sentence': 'colecciona helicoptero robe calculadora tradicionales tradicionales utilizar invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'tom finally smiled', 'Target Sentence': 'por fin sonrio tom', 'Predicted Sentence': 'colecciona renove escasa sucia fantasmas ordenes', 'Bleu Score': 0}
{'Input Sentence': 'is that a stork or a heron ?', 'Target Sentence': 'eso es una ciguena o una garza ?', 'Predicted Sentence': 'colecciona varian ciudadanos pasea teclado instinto instinto cabeza intentes invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'if he had insulted me i would have given him a shove', 'Target Sentence': 'si me hubiera insultado le habria dado un empujon', 'Predicted Sentence': 'colecciona boletos contales liberales traia cantaros pido marco sucias trago muestrame proximas colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i have to leave now', 'Target Sentence': 'tengo que irme ahora', 'Predicted Sentence': 'colecciona chapuza chapuza truco truco invitar', 'Bleu Score': 0}
{'Input Sentence': 'you d better tell me the whole story', 'Target Sentence': 'me tenias que haber contado la historia completa', 'Predicted Sentence': 'colecciona sandwiches ansias barrer almorzando partes partes jodiendo jodiendo invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i have to change it', 'Target Sentence': 'tengo que cambiarlo', 'Predicted Sentence': 'colecciona chapuza chapuza junta invitar', 'Bleu Score': 0}
{'Input Sentence': 'i need information', 'Target Sentence': 'necesito informacion', 'Predicted Sentence': 'colecciona venir fallaste invitar', 'Bleu Score': 0}
{'Input Sentence': 'he is something of a celebrity', 'Target Sentence': 'es una especie de celebridad', 'Predicted Sentence': 'colecciona armazon pasea visitara visitara mensaje invitar armazon', 'Bleu Score': 0}
{'Input Sentence': 'what can you see up ahead ?', 'Target Sentence': 'que puedes atisbar alli al frente ?', 'Predicted Sentence': 'colecciona chapuza llores venir cliente olimpicas aprobamos intentes invitar invitar colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'words cannot express the extent to which you are wrong', 'Target Sentence': 'las palabras no pueden describir hasta que punto estas equivocado', 'Predicted Sentence': 'colecciona hace vuestra derecho choque peras cyborg sinfonia realiza cerrarias hilton cabezota estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'you don t have to convince me you have to convince tom', 'Target Sentence': 'no tienes que convencerme a mi tienes que convencer a tom', 'Predicted Sentence': 'colecciona chapuza salen muchisimas realiza camine tradicionales apuntamos muchisimas partes llueva universitaria ordenes estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i will be free in ten minutes', 'Target Sentence': 'estare libre en minutos', 'Predicted Sentence': 'colecciona suena opinas cualidades curioso daras estupidez colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'this machine is easy to handle', 'Target Sentence': 'esta maquina es facil de manejar', 'Predicted Sentence': 'colecciona agotadas arriesgare ciudadanos comprendi lavavajillas instinto daras', 'Bleu Score': 0}
{'Input Sentence': 'i had a room with a beautiful view of the mountains', 'Target Sentence': 'tenia una habitacion con una hermosa vista de las montanas', 'Predicted Sentence': 'colecciona lee pasea conocen invitar cesta librarse favor intervalos intervalos electronico tuviera colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'i could not persuade him that it was true', 'Target Sentence': 'no he podido convencerle de que era cierto', 'Predicted Sentence': 'colecciona chapuza fondo ocupados hipovolemico concluyo llores doctorado bombardearon anoro colecciona colecciona colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
{'Input Sentence': 'the photo was a hoax', 'Target Sentence': 'la foto fue un engano', 'Predicted Sentence': 'colecciona cuidate colgando encienda lecciones arriesgare invitar colecciona colecciona colecciona colecciona colecciona colecciona', 'Bleu Score': 0}
