{'Input Sentence': 'the engine is overheating', 'Target Sentence': 'el motor esta sobrecalentado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why don t you go on a diet ?', 'Target Sentence': 'por que no te pones a dieta ?', 'Predicted Sentence': 'espinacas', 'Bleu Score': 0}
{'Input Sentence': 'the old man was run over by a car', 'Target Sentence': 'un auto atropello al anciano', 'Predicted Sentence': 'organizando profesor profesor', 'Bleu Score': 0}
{'Input Sentence': 'they never came', 'Target Sentence': 'ellos nunca vinieron', 'Predicted Sentence': 'busca', 'Bleu Score': 0}
{'Input Sentence': 'there s a hotel here', 'Target Sentence': 'aqui hay un hotel', 'Predicted Sentence': 'parase abriran respirar busca', 'Bleu Score': 0}
{'Input Sentence': 'few people have a typewriter', 'Target Sentence': 'pocas personas tienen maquina de escribir', 'Predicted Sentence': 'olvidar mal ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'signs that say high voltage are often yellow', 'Target Sentence': 'los letreros donde dice alta tension frecuentemente son amarillos', 'Predicted Sentence': 'anotad cortando periodicos cocinamos', 'Bleu Score': 0}
{'Input Sentence': 'this is a good start', 'Target Sentence': 'este es un buen comienzo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she brought his lunch today', 'Target Sentence': 'ella trajo su almuerzo hoy dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we must prevent this type of incident from recurring', 'Target Sentence': 'debemos evitar que este tipo de incidente se repita', 'Predicted Sentence': 'continues espinacas', 'Bleu Score': 0}
{'Input Sentence': 'mike tyson is a boxer', 'Target Sentence': 'mike tyson es un boxeador', 'Predicted Sentence': 'alli', 'Bleu Score': 0}
{'Input Sentence': 'this work s driving me crazy', 'Target Sentence': 'este trabajo me esta enloqueciendo', 'Predicted Sentence': 'creerlo tranquilicen', 'Bleu Score': 0}
{'Input Sentence': 'do you have rice ?', 'Target Sentence': 'usted tiene arroz ?', 'Predicted Sentence': 'pedira', 'Bleu Score': 0}
{'Input Sentence': 'do i really remind you of tom ?', 'Target Sentence': 'te recuerdo realmente a tom ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m alone', 'Target Sentence': 'yo estoy sola', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the water s clean', 'Target Sentence': 'el agua esta limpia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you don t seem to realize how serious this is', 'Target Sentence': 'no pareces comprender la seriedad de esto', 'Predicted Sentence': 'silabas', 'Bleu Score': 0}
{'Input Sentence': 'what do you want to drink ?', 'Target Sentence': 'que quieren beber ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we should be careful what we say', 'Target Sentence': 'deberiamos ser cuidadosos con lo que decimos', 'Predicted Sentence': 'express pedira', 'Bleu Score': 0}
{'Input Sentence': 'as far as i know he s a nice guy', 'Target Sentence': 'por lo que se el es un buen tipo', 'Predicted Sentence': 'intermitentemente abriran', 'Bleu Score': 0}
{'Input Sentence': 'she s scared of dogs', 'Target Sentence': 'ella teme a los perros', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom doesn t have an office', 'Target Sentence': 'tom no tiene una oficina', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom arrived late at the station', 'Target Sentence': 'tom llego tarde a la estacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re not holding your knife quite right', 'Target Sentence': 'no sujetas el cuchillo del todo bien', 'Predicted Sentence': 'ingenieria pedira', 'Bleu Score': 0}
{'Input Sentence': 'your name was mentioned', 'Target Sentence': 'se menciono tu nombre', 'Predicted Sentence': 'cabello cabello', 'Bleu Score': 0}
{'Input Sentence': 'i wish i had done more', 'Target Sentence': 'desearia haber hecho mas', 'Predicted Sentence': 'espinacas', 'Bleu Score': 0}
{'Input Sentence': 'you have to turn in the reports on monday', 'Target Sentence': 'tienes que entregar los reportes el lunes', 'Predicted Sentence': 'apacible protestamos obtuvimos acueste espinacas', 'Bleu Score': 0}
{'Input Sentence': 'i don t think that he will come', 'Target Sentence': 'creo que no vendra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you think you could make it before lunch ?', 'Target Sentence': 'crees que lo puedas hacer antes del almuerzo ?', 'Predicted Sentence': 'pedira', 'Bleu Score': 0}
{'Input Sentence': 'could you read this for me ?', 'Target Sentence': 'podrias leer esto por mi ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you want to speak raise your hand', 'Target Sentence': 'si usted quiere hablar levante la mano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that wine is good', 'Target Sentence': 'ese es un buen vino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to get my feet wet', 'Target Sentence': 'no quiero mojarme los pies', 'Predicted Sentence': 'operaban', 'Bleu Score': 0}
{'Input Sentence': 'i ll be out in a bit', 'Target Sentence': 'enseguida salgo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'most of the hotels are open all year round', 'Target Sentence': 'la mayoria de los hoteles estan abiertos todo el ano', 'Predicted Sentence': 'manual ausentarte conteste ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'i ll love you always', 'Target Sentence': 'siempre te amare', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t like movies', 'Target Sentence': 'no me gustan las peliculas', 'Predicted Sentence': 'traer vuelvelo cocinamos', 'Bleu Score': 0}
{'Input Sentence': 'why didn t you call ?', 'Target Sentence': 'por que no llamaste por telefono ?', 'Predicted Sentence': 'zonas aplaudimos solidifico enfadados operaban', 'Bleu Score': 0}
{'Input Sentence': 'thanks for your comments', 'Target Sentence': 'gracias por los comentarios', 'Predicted Sentence': 'accesorios pedira', 'Bleu Score': 0}
{'Input Sentence': 'i ve only seen it once', 'Target Sentence': 'solo le he visto una vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t spoil your appetite', 'Target Sentence': 'no dejes que se te quite el apetito', 'Predicted Sentence': 'cerrarla encogimiento cuadradas recuperan', 'Bleu Score': 0}
{'Input Sentence': 'my father took us to the zoo', 'Target Sentence': 'mi padre nos llevo al zoo', 'Predicted Sentence': 'reunion desordenada ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'it may rain soon', 'Target Sentence': 'puede que llueva pronto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i d like something to drink', 'Target Sentence': 'me gustaria algo para tomar', 'Predicted Sentence': 'pedira', 'Bleu Score': 0}
{'Input Sentence': 'how much do you spend a week ?', 'Target Sentence': 'cuanto gastan ustedes a la semana ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have you ever done any volunteer work ?', 'Target Sentence': 'alguna vez has hecho un trabajo de voluntario ?', 'Predicted Sentence': 'abriran hamster representados imitar imitar operaban', 'Bleu Score': 0}
{'Input Sentence': 'you re a bit taller than i am aren t you ?', 'Target Sentence': 'usted es un poco mas alta que yo no ?', 'Predicted Sentence': 'abriran perra marie lamentandote enfadados espinacas', 'Bleu Score': 0}
{'Input Sentence': 'he made a mistake', 'Target Sentence': 'el cometio un error', 'Predicted Sentence': 'usen', 'Bleu Score': 0}
{'Input Sentence': 'he smiled', 'Target Sentence': 'sonrio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father was busy', 'Target Sentence': 'mi padre estaba ocupado', 'Predicted Sentence': 'taxi espinacas', 'Bleu Score': 0}
{'Input Sentence': 'i m in the car', 'Target Sentence': 'estoy en el coche', 'Predicted Sentence': 'extranjeros ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'if you had a time machine which year would you visit ?', 'Target Sentence': 'si tuvieras una maquina del tiempo que ano visitarias ?', 'Predicted Sentence': 'parase esconderse espinacas', 'Bleu Score': 0}
{'Input Sentence': 'tom and mary don t have a lot in common', 'Target Sentence': 'tom y mary no tienen mucho en comun', 'Predicted Sentence': 'defensas notarlo extranjeros derroto ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'i ve heard of you', 'Target Sentence': 'he oido acerca de ti', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was very sick', 'Target Sentence': 'tom estaba muy enfermo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why do you like this kind of game ?', 'Target Sentence': 'por que te gusta ese tipo de juego ?', 'Predicted Sentence': 'centrate produjo altos enfadados operaban', 'Bleu Score': 0}
{'Input Sentence': 'tom is watering his garden', 'Target Sentence': 'tom esta regando el jardin', 'Predicted Sentence': 'pedira', 'Bleu Score': 0}
{'Input Sentence': 'you must keep your room clean', 'Target Sentence': 'debes mantener limpia tu pieza', 'Predicted Sentence': 'ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'where are my socks ?', 'Target Sentence': 'donde estan mis calcetines ?', 'Predicted Sentence': 'operaban', 'Bleu Score': 0}
{'Input Sentence': 'you idiot !', 'Target Sentence': 'pedazo de idiota !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everyone was scared except me', 'Target Sentence': 'todos tenian miedo menos yo', 'Predicted Sentence': 'recordais', 'Bleu Score': 0}
{'Input Sentence': 'tom s perspective has changed', 'Target Sentence': 'el punto de vista de tom ha cambiado', 'Predicted Sentence': 'aplaudimos imitar duran ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'tom will go', 'Target Sentence': 'tom ira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is a harsh critic', 'Target Sentence': 'el es un critico muy severo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how do i make you go away ?', 'Target Sentence': 'como hago para que os vayais ?', 'Predicted Sentence': 'pedira', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t my boyfriend he s just a friend', 'Target Sentence': 'tom no es mi novio solo es un amigo', 'Predicted Sentence': 'zonas acompananos usen unirmeles pedira', 'Bleu Score': 0}
{'Input Sentence': 'tom wants to think it over', 'Target Sentence': 'tom quiere pensarlo otra vez', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she put on her overcoat before going out', 'Target Sentence': 'ella se puso el abrigo antes de salir', 'Predicted Sentence': 'reiras malgastado', 'Bleu Score': 0}
{'Input Sentence': 'who was not here ?', 'Target Sentence': 'quien no estaba aqui ?', 'Predicted Sentence': 'defensas defensas enfadados espinacas', 'Bleu Score': 0}
{'Input Sentence': 'he felt something crawl up his leg', 'Target Sentence': 'el sintio algo subir arrastrandose por su pierna', 'Predicted Sentence': 'imitar', 'Bleu Score': 0}
{'Input Sentence': 'it began to snow heavily as i got off the train', 'Target Sentence': 'empezo a nevar violentamente cuando me baje del tren', 'Predicted Sentence': 'propongo propongo respirar parase', 'Bleu Score': 0}
{'Input Sentence': 'the food is great', 'Target Sentence': 'la comida es buenisima', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i didn t know where it came from', 'Target Sentence': 'no sabia de donde venia eso', 'Predicted Sentence': 'busca', 'Bleu Score': 0}
{'Input Sentence': 'i have nothing to do with them', 'Target Sentence': 'no tengo nada que ver con ellos', 'Predicted Sentence': 'accesorios', 'Bleu Score': 0}
{'Input Sentence': 'we ll go on a picnic tomorrow', 'Target Sentence': 'iremos de picnic manana', 'Predicted Sentence': 'consigues', 'Bleu Score': 0}
{'Input Sentence': 'twenty years is a long time', 'Target Sentence': 'veinte anos es un largo tiempo', 'Predicted Sentence': 'estacion pudiesemos alli', 'Bleu Score': 0}
{'Input Sentence': 'he put the key in the lock', 'Target Sentence': 'el metio la llave en la cerradura', 'Predicted Sentence': 'consigues', 'Bleu Score': 0}
{'Input Sentence': 'tom never lies', 'Target Sentence': 'tom nunca miente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t think she is happy', 'Target Sentence': 'no creo que ella este feliz', 'Predicted Sentence': 'espinacas', 'Bleu Score': 0}
{'Input Sentence': 'i have difficulty breathing', 'Target Sentence': 'me cuesta respirar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'see you at about', 'Target Sentence': 'les veo a eso de las', 'Predicted Sentence': 'confiabas busca', 'Bleu Score': 0}
{'Input Sentence': 'add another log to the fire', 'Target Sentence': 'echad otro tronco al fuego', 'Predicted Sentence': 'organizando conteste representados', 'Bleu Score': 0}
{'Input Sentence': 'tom sent mary home', 'Target Sentence': 'tom mando a mary a casa', 'Predicted Sentence': 'guitarrista echarle', 'Bleu Score': 0}
{'Input Sentence': 'it is still a mystery who wrote the letter', 'Target Sentence': 'es aun un misterio el quien escribio la carta', 'Predicted Sentence': 'comportaran abriran aplaudimos aplaudimos', 'Bleu Score': 0}
{'Input Sentence': 'you should try the exam again', 'Target Sentence': 'deberias volver a presentarte al examen', 'Predicted Sentence': 'salvos organizando ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'how much time do you need to repair it ?', 'Target Sentence': 'cuanto tiempo necesita usted para repararlo ?', 'Predicted Sentence': 'formula esperes respirar plomo enfadados operaban', 'Bleu Score': 0}
{'Input Sentence': 'she sometimes writes to her son', 'Target Sentence': 'a veces escribe a su hijo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom won t be able to finish the job unless we help him', 'Target Sentence': 'tom no podra terminar el trabajo a menos que lo ayudemos', 'Predicted Sentence': 'ausentarte suspicaz jardin hamster perra exporta paparazzi procurarse echar olvidemos', 'Bleu Score': 0}
{'Input Sentence': 'please write about your real experience', 'Target Sentence': 'por favor escriba sobre su experiencia real', 'Predicted Sentence': 'pleno titulo', 'Bleu Score': 0}
{'Input Sentence': 'sing the song once more please', 'Target Sentence': 'por favor canta la cancion otra vez', 'Predicted Sentence': 'aplaudimos', 'Bleu Score': 0}
{'Input Sentence': 'if you treat him fairly he will be fair with you', 'Target Sentence': 'si lo tratas justamente el sera justo contigo', 'Predicted Sentence': 'decidire videocasetera ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'i could swim well when i was a boy', 'Target Sentence': 'de nino podia nadar bien', 'Predicted Sentence': 'tirano pedira', 'Bleu Score': 0}
{'Input Sentence': 'is eating too much fiber bad for you ?', 'Target Sentence': 'comer mucha fibra no es malo para ti ?', 'Predicted Sentence': 'cabello distraigas lado recordais recordais recordais sensible', 'Bleu Score': 0}
{'Input Sentence': 'how can tom not understand this ?', 'Target Sentence': 'como puede tom no entender esto ?', 'Predicted Sentence': 'parecerte espinacas', 'Bleu Score': 0}
{'Input Sentence': 'the red flag indicated the presence of danger', 'Target Sentence': 'la bandera roja indicaba la presencia de un peligro', 'Predicted Sentence': 'navidena aquiles ausentarte', 'Bleu Score': 0}
{'Input Sentence': 'you re kidding me right ?', 'Target Sentence': 'me estas bromeando no es asi ?', 'Predicted Sentence': 'operaban', 'Bleu Score': 0}
{'Input Sentence': 'you re practical', 'Target Sentence': 'eres practico', 'Predicted Sentence': '', 'Bleu Score': 0}
